"","Temperature","Humidity","PM2.5","PM10","NO2","SO2","CO","Proximity_to_Industrial_Areas","Population_Density","Air.Quality"
"4259",44.1,95.4,52.5,85.7,27.2,8.2,2.2,4.1,547,"Hazardous"
"4260",35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691,"Moderate"
"4262",23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567,"Good"
"4263",27.8,67.4,7.3,11.4,13.1,2.3,1.17,13,528,"Good"
"4264",18.9,45.9,2.1,6.2,19.5,1.9,0.92,11.1,495,"Good"
"4265",30.8,53.9,6.9,21.5,26,5.8,1.44,5.4,447,"Moderate"
"4267",21.6,54.7,5.6,12.6,10.3,2.2,0.99,12,266,"Good"
"4268",24.7,78.9,55.7,66.2,28.5,6.3,1.33,7.2,454,"Moderate"
"4269",26.2,75.1,11.1,16.5,30.9,8.7,1.44,5.8,576,"Moderate"
"4270",21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589,"Good"
"4271",34,50.8,1.3,14.1,20.6,13.4,1.4,5,485,"Moderate"
"4272",23,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324,"Good"
"4273",20.9,59.2,3,9.5,20.5,4.1,0.96,10.7,590,"Good"
"4274",26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,"Good"
"4275",17.8,59.7,2.2,9.9,16.4,5.1,0.87,10.1,583,"Good"
"4277",36.7,84.1,44.9,61.9,31.1,13.4,2.24,7.3,440,"Poor"
"4278",23.7,60.1,12.3,21.5,16.9,4,0.99,14,253,"Good"
"4279",28.9,72,48.2,58.4,29.3,9.2,1.56,9.5,422,"Moderate"
"4280",33.9,53.4,18.5,24.7,26,9.8,1.96,6.3,605,"Moderate"
"4281",33.7,83.7,12.7,18.9,36,15,2.56,4.6,679,"Poor"
"4282",29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565,"Moderate"
"4283",37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675,"Poor"
"4284",24.6,60.5,7.7,17.2,27,15.1,1.62,11,599,"Moderate"
"4285",36.3,106.3,62.3,75.6,27.1,19.5,2.08,5,682,"Poor"
"4286",29.8,44.6,4,11,19.5,3.3,1.02,13.1,461,"Good"
"4287",26.8,50.2,18.3,25.5,28.9,0.9,0.96,13.7,303,"Good"
"4288",36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,"Poor"
"4289",29.4,52.2,13.3,18.6,21.1,3.5,1.02,10.3,413,"Good"
"4292",34.7,86.9,8.1,41.3,34.5,35.7,3.35,2.7,673,"Hazardous"
"4293",21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559,"Good"
"4294",31.1,62.8,0.9,8.4,17.1,6.3,1.16,15.8,321,"Good"
"4296",28.7,73.5,14.5,28.5,23.1,9,1.65,6.3,530,"Moderate"
"4297",28.9,82.1,25.1,47.5,34.4,22.3,1.8,5.2,675,"Poor"
"4298",27.5,75,1.5,6.6,17.3,3.9,1.26,18.8,449,"Good"
"4299",25.2,60.1,1.1,2.4,14.7,6.1,1.04,12.2,384,"Good"
"4300",30.6,94.9,10.5,34.9,26.5,12.1,2.44,6,444,"Poor"
"4301",38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,"Moderate"
"4304",36.5,81,9.8,22.2,31.5,6.8,1.63,6.5,322,"Moderate"
"4305",28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501,"Moderate"
"4306",22.7,56.4,1.9,6.7,12.6,3.6,1.05,11,472,"Good"
"4308",43.9,89.5,4.5,31,36.7,17.2,1.89,3.3,639,"Hazardous"
"4309",28.2,54,0.3,12.7,28.4,0.8,1.49,8.8,522,"Moderate"
"4310",22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388,"Good"
"4311",24.3,59.4,2.9,9.1,12.2,1.8,1.07,10.1,411,"Good"
"4312",26.8,55.7,0.3,6.2,17.3,5.6,0.94,11.4,425,"Good"
"4315",22.5,73.5,11.8,16.2,18.7,3.8,1.12,15.4,444,"Good"
"4316",30.8,76.8,3.7,15.9,30.8,12,1.78,7.8,501,"Moderate"
"4317",40.2,107.4,25,52.1,46.6,15.2,2.29,3.6,627,"Hazardous"
"4318",29.5,69.1,30.2,35.4,43.3,15.5,1.62,7,711,"Poor"
"4319",22.3,53.5,2.1,7.7,16.1,3.8,1.1,10,263,"Good"
"4320",29.8,56.5,15.6,32.5,20.4,15.5,1.69,6.9,537,"Moderate"
"4321",28.1,81.5,0.4,11.7,27.2,10,1.7,5.1,530,"Moderate"
"4322",26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435,"Poor"
"4323",22.8,81.2,13,18.9,18.5,6.8,1.04,15,215,"Good"
"4324",29,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699,"Moderate"
"4326",24.5,74,11.4,13.8,19.8,4.5,0.93,13,381,"Good"
"4327",24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494,"Good"
"4328",40,85.6,36.2,74.5,45.7,20.9,2.92,4.9,512,"Hazardous"
"4329",24.2,80.6,21.4,29.9,24.5,9.9,1.82,5.9,334,"Moderate"
"4330",20,51.3,2.1,2.5,14.2,7.1,0.84,10.1,227,"Good"
"4331",25.5,77.8,2.1,6.1,16.9,5.4,0.8,10.3,534,"Good"
"4332",32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426,"Poor"
"4333",22,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390,"Good"
"4334",35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423,"Poor"
"4335",42,91.8,28,37.4,44.9,16.3,1.85,3.4,682,"Poor"
"4336",43.2,84.2,29.3,31,46.2,31.1,2.72,3.5,934,"Hazardous"
"4337",28.6,52.4,15.4,18,19.9,5.8,0.95,12.6,506,"Good"
"4338",27.3,76.4,11.8,20.4,12.9,6.9,1.04,12.7,468,"Good"
"4340",22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385,"Good"
"4342",37.9,99.5,3.1,18.7,29.2,14,2.3,8.2,448,"Poor"
"4343",30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516,"Moderate"
"4344",40.6,80.7,1.1,14.6,41.7,21.3,1.92,4.5,469,"Poor"
"4345",22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533,"Good"
"4347",27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335,"Good"
"4348",22.8,55.8,0.4,6.4,26.4,3.7,0.97,17,226,"Good"
"4349",21.6,43.7,6,8.5,26.7,4.2,1.07,12.2,275,"Good"
"4350",24.8,73.1,6.5,9.8,17.5,10,1.02,12.5,287,"Good"
"4351",35.7,53.1,43.4,52.7,26.4,6.1,1.51,6.9,659,"Moderate"
"4352",31,108.9,2.3,24.7,31.2,11,1.72,3,704,"Hazardous"
"4353",29.8,60.9,8.5,14.6,16.7,2.5,1.06,13.1,217,"Good"
"4354",27,42.7,1.5,8.2,16.2,6.2,0.93,10,328,"Good"
"4355",34.2,92.3,1.7,26.2,37.3,12.5,1.85,3.6,501,"Poor"
"4356",28,48.6,6.1,11.1,19.9,2.8,1,10.8,390,"Good"
"4358",43.7,86.8,2.1,16.5,38.7,15.3,1.92,8.3,351,"Poor"
"4359",27.8,82.1,12.3,27.8,28,18.6,1.69,13.4,676,"Moderate"
"4360",34.4,85,39.8,43.4,22.9,7.6,2.3,4.3,630,"Poor"
"4361",26.3,71.6,11.6,19.8,16.7,5.3,1.05,10.7,504,"Good"
"4362",28.8,72.7,49.8,74.8,41,15.6,2,5.2,482,"Poor"
"4363",30.4,46.7,21.4,25.4,17.3,7.8,0.91,11.7,365,"Good"
"4364",24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254,"Good"
"4365",32.2,65.2,28.8,37,26.6,10.4,1.72,7,538,"Moderate"
"4367",28.6,50.6,43.7,48.8,15.7,7.2,1.14,11.8,531,"Good"
"4368",42.6,111.3,51.4,77.1,23,11.4,2.41,6.3,832,"Hazardous"
"4369",26,57.9,44.7,58.2,31.4,4.3,1.25,7.8,488,"Moderate"
"4370",26.3,74.9,20.1,27.4,25.4,3.8,1.62,5.3,358,"Moderate"
"4371",28.1,66.3,51.2,69.9,23.9,13.7,1.61,5,653,"Moderate"
"4372",43,114.3,42.4,61.6,30.4,11.7,2.51,3.5,567,"Hazardous"
"4373",34.2,89.7,14.5,28.2,22.1,7.2,1.69,3.5,606,"Poor"
"4375",23.7,57.8,31.7,35,11.7,2.3,1.07,13.2,453,"Good"
"4376",26.6,74.1,3.2,9.8,17.3,4.5,1.1,10,362,"Good"
"4377",31.5,71.2,8.1,16.1,17.1,8.3,1.47,9,615,"Moderate"
"4378",23.6,62,11,14.7,16.9,5.5,1.18,10.9,196,"Good"
"4379",22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395,"Good"
"4380",33.8,64.8,50.5,70.6,27.2,12,1.87,5.9,781,"Poor"
"4381",26.4,45.9,0.5,5.4,15.7,3.7,1.06,13.3,478,"Good"
"4382",38.3,83.2,58.8,79.5,32.7,14,1.55,4.6,709,"Poor"
"4383",30.7,99.1,57.4,74.7,40.7,17.9,2.85,3.1,761,"Hazardous"
"4385",29.4,63.9,9.3,12.2,19.1,6.7,0.95,11,315,"Good"
"4386",46.8,80.7,17.2,36.3,46.6,26.4,2.66,2.5,740,"Hazardous"
"4387",32.4,70.4,75.2,91.5,44.8,25.7,2.06,13.7,771,"Hazardous"
"4389",28.1,53.1,0,4.4,14.1,3.7,1.11,12.8,334,"Good"
"4390",38,75.2,7,32.7,40.7,15.6,2.57,3.2,786,"Hazardous"
"4391",25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,430,"Moderate"
"4392",25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444,"Good"
"4394",23.6,43.1,2.5,8.1,17.1,5.9,1.01,11.8,205,"Good"
"4395",25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493,"Good"
"4396",21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,338,"Good"
"4398",33,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566,"Moderate"
"4400",27,50.8,2.1,5.5,12.4,1.1,1.01,10.2,612,"Good"
"4401",25.7,54.3,39.2,47.7,22.9,5,1.05,12.6,430,"Good"
"4402",33.4,86.7,37.8,46.6,19,14.8,1.36,5.4,415,"Moderate"
"4403",39.6,74.9,1.1,22.8,29,21.5,1.69,4.6,587,"Poor"
"4404",39.2,87.8,31.4,53.8,30.3,31.8,2.69,3.7,565,"Hazardous"
"4406",23.8,40.2,8.8,12.3,27.9,6.9,1,11.1,317,"Good"
"4407",36.2,84,4.2,16.3,26.7,5.7,1.75,14.6,640,"Moderate"
"4408",35.7,79.1,38,55.5,25.6,17,2.75,2.8,821,"Hazardous"
"4409",25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305,"Good"
"4410",23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,265,"Good"
"4412",22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,223,"Good"
"4413",38.1,73.2,37.7,85.4,33,20.4,2.49,5.7,727,"Hazardous"
"4414",23.8,70.2,7,8.2,25.3,8.6,1.07,10.4,267,"Good"
"4417",41.6,81.7,0.9,21.9,59.3,10.5,2.07,2.9,633,"Hazardous"
"4418",37.7,76.3,15.4,15.2,22,13,1.02,6.2,386,"Moderate"
"4419",28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483,"Good"
"4420",19.1,54.7,9.4,15.5,16.9,4.7,0.92,10.3,531,"Good"
"4421",33,101.7,26.9,27.1,39.6,14.3,2.87,10.1,908,"Hazardous"
"4422",23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509,"Good"
"4423",28.8,72.9,11,13.4,25.7,11,1.29,6.5,364,"Moderate"
"4424",37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501,"Poor"
"4425",22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351,"Moderate"
"4426",28.9,52.9,59.1,77.8,41.6,18.4,2.05,8.8,601,"Poor"
"4427",30,59.7,59.3,68.8,22.1,7.4,1.39,5.1,412,"Moderate"
"4428",28.9,87.5,13.4,37.1,34.3,8.9,1.9,8,612,"Poor"
"4429",37.7,66.9,53.6,69.5,40.3,23.4,1.39,4.3,458,"Poor"
"4430",37.6,81,11.8,29.5,39.5,22.3,2.32,3.8,616,"Poor"
"4432",32.5,64.6,5.5,13.3,29.7,11.6,1.74,5.5,485,"Moderate"
"4433",36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388,"Moderate"
"4434",26.7,65,1.3,8.7,22.5,4.4,1.05,10.5,208,"Good"
"4435",18.5,60,20.8,22.7,24,6.7,0.89,11.8,541,"Good"
"4437",36.9,63.1,25.6,34.4,22.9,10.9,1.31,5.3,646,"Moderate"
"4438",34.5,77.7,6.2,7.1,25.6,8.9,1.71,8.1,500,"Moderate"
"4439",28.9,91.1,12.3,22.6,29.5,6.3,1.21,6.3,351,"Moderate"
"4440",33.6,63.7,4.7,13,24.8,2.7,1.46,6.5,368,"Moderate"
"4441",27.9,104.7,7.3,17.6,28.4,17.3,2.43,5,505,"Poor"
"4443",30.9,98,78.8,93.2,27.2,10.7,1.73,5.6,472,"Poor"
"4446",24.2,69.8,4.9,9.5,18.5,3.3,1.03,16,423,"Good"
"4447",31.3,68.9,31.4,32.5,32.7,6.6,1.65,8,489,"Moderate"
"4448",28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,"Poor"
"4451",26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,688,"Moderate"
"4452",30,86,8.3,20.4,21.4,10.2,1.59,7.2,733,"Moderate"
"4453",34.9,95.7,44.1,70.5,39.6,30.4,2.09,5.8,745,"Hazardous"
"4454",30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,449,"Moderate"
"4456",39.3,76,38.4,49.6,23.5,26.8,2.06,3.4,452,"Poor"
"4457",25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,465,"Good"
"4458",33.3,80,33.8,48.2,38.3,3.7,1.61,5.1,507,"Poor"
"4459",25.5,85.4,13.3,26,35.7,9.6,1.54,6.6,662,"Moderate"
"4460",32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,731,"Poor"
"4461",29.9,56.3,13.9,16.1,13,3.3,0.99,10.2,519,"Good"
"4462",32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,539,"Moderate"
"4463",30.4,57.7,12.2,28.7,37.2,25,1.95,3.9,749,"Poor"
"4464",26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573,"Moderate"
"4465",25.2,71,10.8,14.9,14.6,5.8,1.05,12.6,479,"Good"
"4466",25.6,66,0.8,6.7,16,7,0.84,11.7,431,"Good"
"4467",37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,"Poor"
"4468",23.6,50.5,19.6,25.4,21.6,5,0.96,10.5,294,"Good"
"4472",26.4,78.1,1.8,9.9,27,6.6,1.06,14.6,552,"Good"
"4473",26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,534,"Good"
"4474",32.8,62.4,24,42.7,32.9,25,2.29,6.2,415,"Poor"
"4475",22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,361,"Good"
"4476",30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410,"Moderate"
"4477",23.1,63,9.9,17.8,25,5.4,1.03,10.2,403,"Good"
"4478",28.2,78.9,0.1,6.9,26,10.4,1.55,6.5,679,"Moderate"
"4479",26.7,60,7.1,11,20.2,5.9,1.01,10.8,349,"Good"
"4480",33.4,85.5,55.9,60.9,36,10.2,1.64,3.7,698,"Poor"
"4481",22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,226,"Good"
"4483",25.1,66.6,38.5,43.4,18.5,4.3,0.92,12,326,"Good"
"4484",31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,"Hazardous"
"4485",18.5,54,5.2,7.7,22.7,3.9,0.86,14.1,415,"Good"
"4486",22.7,44,13,16.1,16.1,3.4,0.95,12.9,330,"Good"
"4487",30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,"Moderate"
"4488",29.3,67,53.8,67,18.1,13.3,1.3,9.1,336,"Moderate"
"4491",40.6,77.3,18.7,37.5,36.1,28.7,2.23,6.9,555,"Hazardous"
"4493",27.6,89.1,23.7,36.4,35.4,17.2,1.79,4.2,817,"Poor"
"4494",19,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478,"Good"
"4495",29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,436,"Moderate"
"4497",39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,533,"Poor"
"4498",30.9,74.6,24,28.9,23.6,7.7,1.01,10.7,217,"Good"
"4499",31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,225,"Good"
"4500",39.2,108,73.5,88.5,34,15.8,1.96,6.2,734,"Hazardous"
"4501",33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,405,"Poor"
"4502",22.4,54.5,0,4.6,20.6,7.5,0.74,11.4,326,"Good"
"4504",20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,"Good"
"4505",27,45.3,1.8,14.1,34.1,11.4,1.64,6.5,615,"Moderate"
"4506",33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,742,"Poor"
"4507",26,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596,"Moderate"
"4508",30,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347,"Moderate"
"4509",29.7,93.5,2.9,21.9,30.5,10,1.79,3.7,816,"Poor"
"4510",37.7,93.3,115.9,145.3,33.2,16.2,2,8.2,374,"Poor"
"4511",44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,514,"Hazardous"
"4512",31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,432,"Poor"
"4513",25.1,70.9,16.8,33,37.1,9.1,1.05,6.3,569,"Moderate"
"4514",30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,220,"Good"
"4515",27.3,71,8.3,11.9,13.5,11.1,1.13,12,390,"Good"
"4517",26.8,63.3,1.7,5.3,17.3,2,0.92,11.3,481,"Good"
"4519",37.9,84.7,8.4,38,48.7,3.4,2.05,3.8,729,"Hazardous"
"4521",25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,"Good"
"4522",31.7,95.3,42.1,64.9,30.4,13,2.14,4.3,595,"Poor"
"4523",24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,558,"Good"
"4524",21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348,"Good"
"4525",41.4,55,14.8,28.8,27.7,16.4,1.32,5,297,"Moderate"
"4526",32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,677,"Moderate"
"4528",28.9,73.1,5.6,10.3,17,5.6,1.02,10.8,303,"Good"
"4529",32,81.6,3.1,11,28,11,1.31,6.1,531,"Moderate"
"4530",35,85.2,47.4,62.5,24,8.8,1.87,9.2,641,"Moderate"
"4531",39.3,77.8,60.6,78.3,23.8,10.9,2.74,6.2,665,"Poor"
"4532",35.2,57.6,46.5,59,22.3,4.7,1.37,5.3,650,"Moderate"
"4533",20.2,65.4,6.2,13.1,26.1,8.5,0.94,11,338,"Good"
"4534",29,44.6,21.2,28,19.6,3.3,1.2,11.1,545,"Good"
"4535",23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,443,"Good"
"4537",37.3,49.5,13.1,28.5,31,14,1.52,6.4,300,"Moderate"
"4538",31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,"Moderate"
"4539",15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,230,"Good"
"4540",26.8,71.2,9.5,22.8,20.4,14,1.54,6.2,367,"Moderate"
"4541",42.1,87.1,168.6,188.2,30.9,14.8,2.94,3.2,759,"Hazardous"
"4542",26.8,55.2,3.6,8,20.7,5.6,0.76,12.2,575,"Good"
"4543",22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,356,"Good"
"4544",35.4,78.8,14.3,23.8,26.8,14,1.3,7.3,346,"Moderate"
"4545",21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536,"Good"
"4547",45.1,102.9,16.4,49.1,38.4,18.7,2.06,4.8,638,"Hazardous"
"4549",34.6,68.4,56.8,72.9,32.9,7.8,1.51,6,702,"Poor"
"4550",32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,388,"Poor"
"4551",22.1,46.7,0.8,6.3,26,3.1,0.98,10,469,"Good"
"4552",30.4,77,10,14.8,15.5,3.1,0.9,10.1,386,"Good"
"4553",24.5,65.3,29.4,38.1,33.4,2,1.23,6,616,"Moderate"
"4554",26.5,69,9.7,19.6,18.3,4.7,0.95,15.6,262,"Good"
"4555",24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,403,"Good"
"4556",26,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344,"Good"
"4558",31.3,102.2,15.4,33.6,29.6,21,1.88,4.1,466,"Poor"
"4559",36.2,58.4,2,14.7,22.9,5.9,1.17,5.5,533,"Moderate"
"4560",23.2,60.9,3.7,4,14.5,4.2,1.02,13.9,381,"Good"
"4561",26.5,64.6,36.9,37.9,20.8,5,0.98,13,359,"Good"
"4562",25.5,57.8,1.4,7.7,33,9.5,1.96,6.9,481,"Moderate"
"4563",32.4,66.1,9.1,16,13.9,4.6,1.02,11.4,283,"Good"
"4564",21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585,"Good"
"4565",39.2,68,4,18.4,30.2,16.8,1.77,3.8,763,"Poor"
"4566",30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,602,"Moderate"
"4567",32.2,57,22.8,34.4,25.7,5.8,1.5,7,509,"Moderate"
"4568",24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,542,"Moderate"
"4569",37,86.3,81.3,110.8,41.3,16.2,2.97,2.5,841,"Hazardous"
"4570",39.1,66.5,70.3,94.6,33.5,29.7,2.27,2.6,756,"Hazardous"
"4571",29,74,2.2,15,22.3,10.5,1.72,10.2,703,"Moderate"
"4572",35.7,50.3,1.2,13.7,20.8,5.9,1.63,6.2,463,"Moderate"
"4575",24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221,"Good"
"4577",23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,514,"Moderate"
"4578",31.6,95.2,157.5,180,38.8,28.7,2,3.6,571,"Poor"
"4579",25.1,68.4,5.4,11.9,15,1.2,1.03,13.7,203,"Good"
"4580",36,70.2,12.5,41.9,30.7,16,1.79,4.6,624,"Poor"
"4581",29.3,70.6,44.1,60.3,27.4,8.6,1.09,5.5,365,"Moderate"
"4582",24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,"Good"
"4583",23,51.2,17.3,22.3,13.6,2.5,0.84,13.2,444,"Good"
"4584",32,68.1,5.3,10.9,24.9,6.7,0.87,11.9,327,"Good"
"4585",25.4,63.2,10.7,16,17.9,2.2,0.93,12.7,560,"Good"
"4586",25.3,79.4,15.7,21.8,16.3,6.2,1.06,11.1,506,"Good"
"4587",28,74.7,13.8,21.4,18.6,5.5,1.08,10.4,380,"Good"
"4588",23.7,55.9,27.7,37.2,16.2,2.1,1.03,12.1,307,"Good"
"4591",29,100.2,69.8,85,26.5,17,1.95,4.9,641,"Poor"
"4592",40.8,100.7,23.3,39.7,49.3,31.9,2.78,11.2,671,"Hazardous"
"4593",23,82.5,6.6,19.3,21.1,10.3,1.8,6.1,566,"Moderate"
"4594",23.9,49.8,3.2,8.9,16.4,7.4,1,11.1,237,"Good"
"4595",38.9,66.5,81.9,105.1,36.1,5.9,3.54,3.2,794,"Hazardous"
"4596",25.3,50.3,11.5,16.8,23.7,6.7,0.89,10.7,349,"Good"
"4597",29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369,"Good"
"4598",32.1,59.4,8.2,13.3,22.8,2,1.16,10.2,396,"Good"
"4599",32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612,"Moderate"
"4600",24.6,96.2,114.7,142.1,32.2,17.1,1.95,3.7,677,"Poor"
"4605",21.3,47.7,8,12.3,21.2,7,0.99,10.7,478,"Good"
"4606",43.2,98.2,6.1,32.9,42.3,19.8,2.26,4.1,797,"Hazardous"
"4607",28,50.9,1,6.3,23,5.3,0.87,13.2,381,"Good"
"4608",24.2,69.8,0.4,5.8,20.1,15.8,1.27,7.2,568,"Moderate"
"4609",26,38.6,16.6,22.7,22,2.8,1.22,12.9,389,"Good"
"4610",23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551,"Moderate"
"4611",34.4,87.9,216.9,240,50.7,15.3,2.53,4.3,578,"Hazardous"
"4613",46.5,101.4,94.5,122.4,29.8,20.2,3.09,4.1,584,"Hazardous"
"4614",28.4,75.5,13.1,26.9,20,14.1,1.72,5.8,402,"Moderate"
"4616",31.1,78.8,54.2,63.7,38.3,9.1,1.47,7.6,488,"Moderate"
"4618",32,51.9,43.7,55.7,24.3,12.1,1.41,5.1,461,"Moderate"
"4619",38.9,90,28.7,41.1,31.6,15.8,1.71,7.1,666,"Poor"
"4621",37.3,70.1,4.6,17.8,34.8,12,1.73,3.6,609,"Poor"
"4622",39.8,84.8,49.3,69.5,30.4,14.2,2.44,6.4,555,"Hazardous"
"4623",25.9,54.6,13.6,16.2,20.2,4.5,1.07,10.2,379,"Good"
"4624",23.4,72.5,12.1,19.8,18.6,4.4,1.01,18.2,578,"Good"
"4625",34.1,55,12,30.7,28.3,22.7,1.64,3.4,684,"Poor"
"4626",29.4,62.3,7.4,14.9,25.6,8.2,1.53,11.1,337,"Moderate"
"4628",29.8,44,30.2,31.6,23.9,2.6,0.99,18.6,322,"Good"
"4630",23.5,73.7,2.1,6,22.2,3,0.86,10.7,200,"Good"
"4631",34.8,78.3,43,56.3,41.7,8,1.32,5.7,738,"Poor"
"4632",29,80.3,5.4,11.2,19,4.6,1.01,10.1,538,"Good"
"4633",22.5,81.5,2,15.3,27.8,14.7,1.75,5,492,"Moderate"
"4634",34.5,82.1,25.3,40.9,41.4,17.2,2.73,5,808,"Hazardous"
"4636",30.5,73.1,51.1,73.9,31.4,19.4,2.05,4.9,664,"Poor"
"4637",32.7,50.3,26.8,40.9,22,8.1,1.68,9.1,417,"Moderate"
"4638",28.8,75.6,21.4,24.5,24.5,5.3,1.1,11.4,291,"Good"
"4639",30.5,54,6.3,14.5,29,7.9,1.54,5.8,391,"Moderate"
"4640",40,75.6,16.8,35.2,34.9,14.2,2.09,6.5,591,"Poor"
"4641",27.7,75.8,0.2,5.2,10.4,4,0.93,10.4,505,"Good"
"4642",31.7,54.2,16.8,26,32.6,11.2,1.76,5.8,514,"Moderate"
"4643",29.3,68.3,3,8.1,10.8,5.2,1.09,10.5,336,"Good"
"4645",21.6,75.4,32.4,44.1,34.8,15.7,1.09,3.5,580,"Poor"
"4646",30.4,60.8,57.8,78.2,37.7,13.7,1.79,3.8,631,"Poor"
"4647",30.3,73.7,47.2,61.4,25.7,11.3,1.89,3.5,523,"Poor"
"4648",29.6,71.8,14.3,23.4,31.9,19.9,1.42,8.6,571,"Moderate"
"4649",31.9,74.7,15.3,33.9,48,13.6,2.29,5.6,756,"Poor"
"4651",32.2,87.1,48.1,64.2,29.7,15.3,1.44,5.3,666,"Moderate"
"4652",24.2,56.3,9.6,16.3,15.3,5,1.04,12.9,387,"Good"
"4654",40,63.6,83,114.7,49.1,15.5,2.53,2.9,767,"Hazardous"
"4655",31.3,64.4,3.9,6.9,26.4,5,0.97,10.6,315,"Good"
